#SampleID	State	Year	SiteAlias	dashedName	SampleID2	Collected-Date	WaterbodyName	Latitude	Longitude	COMID	US-L4CODE	US-L3CODE	DIST-Cat	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI-v2-1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN-2008Cat	NO3-2008Cat	InorgNWetDep-2008Cat	NH4-2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST-Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw-fluxCat	WaterInputCat	wdrw-LDCat	WetIndexCat	Temperature-DegC	SpecConductivity-msCm	DO	Tot-Alk	NO3NO2	Chloride	Chla-area	Color-app	TKN	TN	TP	Turbidity	TDS	Chla-conc	pH
PrimeStrs_4828-2023	MA	2023	PrimeStrs-4828	PrimeStrs-4828-2023	PrimeStrs-4828	8/4/23	Mill Brook	42.627948	-72.87238	10294828	58c	58	SomeStrs	2.5263	30.9177	45.0509	294.7364	2.0293	13.8216	4.8793	8.2038	58.2639	3.915	0.0366	0.15	1.5493	0.0294	0.3167	144.6187	0.600486201	2.9	0.017	0.23	100	646.6723	12.3012	4.6164	2.3756	4.98	83.47	7.23	0.21	7.23	0	3556.953713	3016.81937	1251.630426	13.29679614	7.311507214	-11.75411459	17.71158814	156.3966	862	5.71	38.76	162.12	1.04	9.88	90.01	403818	8.25E-05	67.3892	699.5294	15.1	99.5	9.84	12.6	0.12	6.6	0.0026	7	0.15	0.15	0.005	0.54	36	0.476	6.61
PrimeStrs_4829-2025	MA	2025	PrimeStrs-4829	PrimeStrs-4829-2025	PrimeStrs-4829	6-Sep-25	French River	42.046598	-71.886958	6144829	59c	59	Strs	3.4353	155.9394	52	147.2053	2.775	14.2015	4.9374	4.3676	63.1351	1.8015	0.0385	0.1323	2.7486	0.0131	0.0801	131.4253	0.437321378	50.09	0	0.1814	19.47	651.8586	12.1511	4.5688	2.3564	71.58	16.53	0	1.67	0	0	34404.39386	42414.70723	1204.424423	14.91188011	8.995437365	-10.30678559	20.85157979	86.1388	689	2.3535	71.4584	136.7218	0.9606	32.2161	146.0415	393382	0	0	814.5303	20.4	356	7.68	33.9	0.33	62	0.0015	16	0.496	0.83	0.017	0.83	170	0.303	6.78
PrimeStrs_4874-2024	MA	2024	PrimeStrs-4874	PrimeStrs-4874-2024	PrimeStrs-4874	13-Aug-24	Bartlett Brook	42.704423	-71.223687	6744874	59h	59	Strs	3.9582	17.793	53.8402	33.3938	1.1974	12.8599	0.8179	5.6789	65.6021	2.0354	0.0482	0.1257	2.793	0.0393	0.0706	105.4242	0.542977942	27.86	0.0059	0.2153	51.84	599.117	10.9898	4.1384	2.1396	52.45	17.72	1.8	14.71	1.8	0	19646.08357	21201.19079	1182.076352	15.15207207	9.22763067	-9.458890296	20.45376278	73.7433	550	5.9945	49.3852	80.8097	0.8073	8.2876	140.0352	525943	3.16E-05	161.64	846.5521	21	380	9.16	53.7	0.24	71	0.0039	47	0.744	0.98	0.041	0.75	250	0.783	7.69
PrimeStrs_4942-2023	MA	2023	PrimeStrs-4942	PrimeStrs-4942-2023	PrimeStrs-4942	8/4/23	Clesson Brook	42.61318373	-72.76875885	10294942	58f	58	Strs	12.6999	47.2959	46.1652	277.1685	1.6333	12.4402	6.0369	6.016	56.3773	2.6068	0.0506	0.1332	2.0406	0.0289	0.2228	106.5713	0.537702278	1.62	0.0382	0.2596	61.57	646.899	12.2103	4.5979	2.3787	3.32	77.24	13.83	1.3	11.87	1.96	20836.52533	18668.34122	1267.957279	13.47004873	7.446416129	-11.59997912	18.12492034	154.992	862	5.5408	42.7181	140.1968	0.6588	9.0644	94.1386	403818	0.000829804	136.6279	696.7937	15.7	221	10.02	37.6	0.3	21	0.0029	5	0.301	0.6	0.005	1	96	0.583	6.93
PrimeStrs_4946-2023	MA	2023	PrimeStrs-4946	PrimeStrs-4946-2023	PrimeStrs-4946	8/3/23	Dragon Brook	42.57552738	-72.68265163	10294946	58f	58	Strs	14.1696	16.8804	47.8016	224.6896	1.4876	12.3681	6.3843	6.2961	54.9656	2.928	0.0527	0.1317	2.0182	0.0321	0.2115	102.915	0.4509362	2.1	0.048	0.2248	96.49	653.2162	12.2616	4.631	2.4069	4.44	67.69	19.08	2.34	19.08	0	26760.80861	24368.52021	1255.703888	13.80394197	7.681578291	-11.50626278	17.39834434	146.86	862	6.4096	45.4194	76.8139	0.7833	5.4597	137.2348	403818	0.00132185	193.1843	721.8047	17.6	233	10.39	66	0.24	22	2.00E-04	12	0.15	0.15	0.005	0.76	120	0.039	7.75
PrimeStrs_4990_QC-2022	MA	2022	PrimeStrs-4990	PrimeStrs-4990-QC-2022	PrimeStrs-4990-QC	9/9/22	South River	42.52224973	-72.7803288	10294990	58f	58	HighStrs	4.527	7.2621	47.0054	365.4988	1.4803	11.712	8.7876	5.868	50.635	2.7721	0.06	0.1331	1.8901	0.0305	0.2492	92.9762	0.386342289	2.73	0.0611	0.26	100	661.8825	12.4405	4.6933	2.435	5.37	66.75	19.48	2.41	19.48	0	9224.595041	8486.132888	1302.192344	13.03920402	7.153392581	-11.58099434	16.40943188	149.5416	862	5.7306	41.084	140.3472	0.6403	7.6881	91.0984	403818	0.000461205	218.7856	713.1334				49.1	0.51	59	0.002	11	0.15	0.51	0.01	1.1	140	0.35	7.4
PrimeStrs_4990-2022	MA	2022	PrimeStrs-4990	PrimeStrs-4990-2022	PrimeStrs-4990	9/9/22	South River	42.52224973	-72.7803288	10294990	58f	58	HighStrs	4.527	7.2621	47.0054	365.4988	1.4803	11.712	8.7876	5.868	50.635	2.7721	0.06	0.1331	1.8901	0.0305	0.2492	92.9762	0.386342289	2.73	0.0611	0.26	100	661.8825	12.4405	4.6933	2.435	5.37	66.75	19.48	2.41	19.48	0	9224.595041	8486.132888	1302.192344	13.03920402	7.153392581	-11.58099434	16.40943188	149.5416	862	5.7306	41.084	140.3472	0.6403	7.6881	91.0984	403818	0.000461205	218.7856	713.1334				48.8	0.5	54	0.002	12	0.15	0.5	0.005	1.5	170	0.379	7.4
PrimeStrs_5395-2024	MA	2024	PrimeStrs-5395	PrimeStrs-5395-2024	PrimeStrs-5395	15-Aug-24	Not Available	42.675028	-71.5821	6075395	59h	59	Strs	7.6464	157.302	49.986	80.265	1.5257	13.9267	1.1031	6.0391	64.2234	2.3126	0.04	0.1313	2.7666	0.0364	0.2164	92.1264	0.334681811	9.57	0.0614	0.2379	2.4	603.1742	11.145	4.2125	2.1908	18.63	42.95	20.21	8.48	19.16	1.05	30710.2373	31572.06982	1186.152682	15.0976788	8.925653302	-10.7017065	21.48193402	14.5097	494	5.5357	56.3783	140.4863	1.929	21.0356	129.7003	594044	0.001239352	332.5162	815.1022	21.1	110	9.62	19.3	0.13	20	0.005	24	0.319	0.45	0.012	0.84	84	1.02	6.96
PrimeStrs_5477-2023	MA	2023	PrimeStrs-5477	PrimeStrs-5477-2023	PrimeStrs-5477	8/2/23	Unnamed Tributary	42.633273	-71.906434	6075477	58g	58	Strs	5.3145	12.0051	49.8356	344.2221	1.1775	14.5004	0.98	7.095	59.645	2.755	0.0525	0.135	2.9675	0.0504	0.1369	71.8914	0.564188772	6.71	0.0136	0.23	0.05	653.635	12.1271	4.5976	2.4027	12.99	67.13	4.23	4.81	4.23	0	9944.965384	9838.988485	1256.476867	13.18436546	7.455774777	-10.96951729	18.43101181	91.6624	505.3268	6.21	42.19	96.6	2.22	4.04	130.17	593796.597	5.45E-05	197.6682	752.2432	18.5	150	8.91	9.4	0.15	24	0.0016	44	2.51	2.7	0.011	1.6	55	0.327	6.62
PrimeStrs_5749_QC-2024	MA	2024	PrimeStrs-5749	PrimeStrs-5749-QC-2024	PrimeStrs-5749-QC	12-Aug-24	Catacoonamug Brook	42.553083	-71.669474	6075749	59h	59	Strs	1.2348	37.1853	53	101.6483	1.1775	14.5004	0.98	7.095	59.645	2.755	0.0525	0.135	2.9675	0.0504	0.1369	71.8914	0.770372945	9.29	0	0.188	0	614.6323	11.3853	4.2868	2.2169	16.84	51.96	0	23.76	0	0	2235.923091	2197.966818	1185.341385	15.09071214	9.083462877	-10.19978117	19.51340414	13.7099	494	6.1508	51.3164	78.4099	0.8009	7.2604	139.7772	594044	0	0	778.3484	26	285	7.7	38.4	0.05	46	0.0028	12	0.424	0.42	0.012	0.82	120	0.569	7.22
PrimeStrs_5749-2024	MA	2024	PrimeStrs-5749	PrimeStrs-5749-2024	PrimeStrs-5749	12-Aug-24	Catacoonamug Brook	42.553083	-71.669474	6075749	59h	59	Strs	1.2348	37.1853	53	101.6483	1.1775	14.5004	0.98	7.095	59.645	2.755	0.0525	0.135	2.9675	0.0504	0.1369	71.8914	0.770372945	9.29	0	0.188	0	614.6323	11.3853	4.2868	2.2169	16.84	51.96	0	23.76	0	0	2235.923091	2197.966818	1185.341385	15.09071214	9.083462877	-10.19978117	19.51340414	13.7099	494	6.1508	51.3164	78.4099	0.8009	7.2604	139.7772	594044	0	0	778.3484	25.9	284	7.71	38.7	0.05	45	0.0028	17	0.546	0.55	0.011	0.75	130	0.576	7.17
PrimeStrs_5773-2024	MA	2024	PrimeStrs-5773	PrimeStrs-5773-2024	PrimeStrs-5773	12-Aug-24	Catacoonamug Brook	42.543979	-71.656803	6075773	59h	59	Strs	0.4347	49.6683	53.5321	97.5377	1.1775	14.5004	0.98	7.095	59.645	2.755	0.0525	0.135	2.9675	0.0504	0.1369	71.8914	0.606448986	33.25	0	0.1955	0	614.1068	11.3695	4.2801	2.2128	52.17	30.43	4.97	6	4.97	0	1839.63949	2008.780619	1186.264789	15.12380792	9.114523884	-10.30000019	19.75109138	23.7692	494	3.5496	65.8751	130.734	1.9736	27.4336	144.3279	594044	1.17E-05	55.2996	748.5424	22.01	272.6	7.5	38	0.05	52	0.0042	43	0.497	0.5	0.026	1.2	140	0.859	7.24
PrimeStrs_5799-2023	MA	2023	PrimeStrs-5799	PrimeStrs-5799-2023	PrimeStrs-5799	7/31/23	Smith Brook	42.525246	-71.890493	6075799	58g	58	Strs	1.8459	5.5971	51	300.8397	1.6783	14.4954	1.769	6.5405	61.4897	2.4846	0.0473	0.1375	2.7926	0.0422	0.1569	88.8448	0.577918041	3.84	0.0301	0.2263	63.29	658.3814	12.226	4.621	2.4043	7.7	63.63	5.12	10.87	5.12	0	3350.755562	3098.360301	1240.19134	13.56954787	8.07687706	-10.63549491	18.80188545	108.0699	494	6.355	44.3019	82.3335	1.2955	4.8722	135.9258	594044	2.42E-05	249.6921	791.6875	19.3	234	7.42	9	0.11	52	0.001	44	0.34	0.45	0.005	1	110	0.184	6.18
PrimeStrs_5837-2022	MA	2022	PrimeStrs-5837	PrimeStrs-5837-2022	PrimeStrs-5837	9/10/22	Fall Brook	42.51134515	-71.73723243	6075837	59h	59	HighStrs	4.194	19.359	53	128.4281	2.2759	14.2075	4.36	6.645	60.4379	2.6575	0.04	0.15	1.98	0.0402	0.2988	110.3559	0.477666427	43.13	0.0046	0.1956	19.12	621.8107	11.5235	4.3448	2.2518	67.96	13.82	0.9	6.85	0.79	0.11	19511.83117	22079.22744	1179.776369	15.02993866	9.102670299	-10.23487127	18.19648519	87.0027	494	3.6582	63.936	116.6793	0.9039	23.6426	143.5729	594044	1.17E-05	50.6666	789.1663	17.4	0.699	9.8	27.4	0.74	170	0.008	8	0.15	0.74	0.005	0.34	380	1.69	7.9
PrimeStrs_5837-2025	MA	2025	PrimeStrs-5837	PrimeStrs-5837-2025	PrimeStrs-5837	8-Sep-25	Fall Brook	42.51134515	-71.73723243	6075837	59h	59	Strs	4.194	19.359	53	128.4281	2.2759	14.2075	4.36	6.645	60.4379	2.6575	0.04	0.15	1.98	0.0402	0.2988	110.3559	0.477666427	43.13	0.0046	0.1956	19.12	621.8107	11.5235	4.3448	2.2518	67.96	13.82	0.9	6.85	0.79	0.11	19511.83117	22079.22744	1179.776369	15.02993866	9.102670299	-10.23487127	18.19648519	87.0027	494	3.6582	63.936	116.6793	0.9039	23.6426	143.5729	594044	1.17E-05	50.6666	789.1663	15	649	10.12	35.8	0.73	150	0.0035	12	0.15	0.73	0.013	0.5	360	0.713	7.36
PrimeStrs_5968-2023	MA	2023	PrimeStrs-5968	PrimeStrs-5968-2023	PrimeStrs-5968	8/6/23	Unnamed Tributary	42.538694	-73.333349	6185968	58a	58	SomeStrs	25.7427	50.8248	45.4821	405.8691	1.048	10.6464	9.6267	5.0496	49.7987	2.6334	0.0546	0.1154	2.3881	0.0434	0.0659	103.0551	0.656285713	1.65	0.0482	0.2897	43.28	660.7147	12.5649	4.7314	2.4466	3.22	74.76	15.34	3.28	12.93	2.41	25769.77714	20312.03292	1199.539625	12.86840333	7.126699002	-11.91982321	18.22195927	159.5907	396.5519	12.9882	29.9932	142.0922	1.6966	7.3506	107.2843	522890.4406	0.000244289	42.8258	738.9712	14.4	213	10.23	56.2	0.56	23	0.0029	6	0.503	1.1	0.005	0.51	100	0.593	7.32
PrimeStrs_6009-2022	MA	2022	PrimeStrs-6009	PrimeStrs-6009-2022	PrimeStrs-6009	9/9/22	Meadow Brook	42.46184905	-72.88943792	6096009	58c	58	Strs	3.2616	10.8963	45.8035	365.1481	1.2415	11.9334	1.1867	5.8274	66.9736	2.1258	0.0377	0.1237	2.1077	0.0227	0.1619	144.5012	0.520594141	1.6	0.0395	0.23	100	680.0781	12.7989	4.8231	2.4978	3.18	68.6	13.02	9.82	13.02	0	7115.223082	6449.860111	1227.106156	13.20006774	7.072656138	-11.58832815	17.07979966	125.4247	711	6.21	42.19	96.6	2.22	4.04	130.17	561412	9.97E-05	48.6649	755.915				25.1	0.24	17	0.005	18	0.407	0.65	0.011	1	110	1.07	7.3
PrimeStrs_6232-2024	MA	2024	PrimeStrs-6232	PrimeStrs-6232-2024	PrimeStrs-6232	12-Aug-24	Merrimack River	42.628174	-71.347754	6746232	59h	59	Strs	11.5128	10686.4038	54.07	43.0078	2.4384	13.9177	2.2589	4.3793	66.0017	1.636	0.0382	0.123	3.0279	0.0222	0.0576	131.1568	0.45686555	46.3	0	0.1745	23.05	624.671	11.4708	4.3272	2.2434	71.62	6.07	0.26	3.19	0.26	0	119157.1255	142169.5942	1179.945523	15.19226349	9.193532184	-9.800789564	22.82935959	59.1973	568.8411	4.1131	59.3498	111.5925	1.0286	20.7556	125.186	526926.6667	0	0	921.706	23.5	753	7.54	42.6	0.28	170	0.003	190	1.42	1.7	0.101	5.8	400	0.615	6.99
PrimeStrs_6327-2022	MA	2022	PrimeStrs-6327	PrimeStrs-6327-2022	PrimeStrs-6327	9/10/22	Kettle Brook	42.24010242	-71.879113	166196327	59b	59	HighStrs	0.9639	17.7741	53.1279	234.6711	2.2759	14.2075	4.36	6.645	60.4379	2.6575	0.04	0.15	1.98	0.0402	0.2988	110.3559	0.626994461	13.16	0	0.22	100	669.3221	12.4177	4.6845	2.4295	25.77	43.04	0.37	12.51	0.37	0	2905.718626	2959.38028	1228.691061	14.05303759	8.852309339	-9.740429315	18.38496729	93.0232	700	6.44	45.8002	73.97	0.79	5.36	139.3	776153	0	0	780.5612	18.1	0.269	10.2	24.7	0.1	61	0.001	26	0.365	0.46	0.016	1	170	0.269	6.88
PrimeStrs_6327-2025	MA	2025	PrimeStrs-6327	PrimeStrs-6327-2025	PrimeStrs-6327	6-Sep-25	Kettle Brook	42.24010242	-71.879113	166196327	59b	59	Strs	0.9639	17.7741	53.1279	234.6711	2.2759	14.2075	4.36	6.645	60.4379	2.6575	0.04	0.15	1.98	0.0402	0.2988	110.3559	0.626994461	13.16	0	0.22	100	669.3221	12.4177	4.6845	2.4295	25.77	43.04	0.37	12.51	0.37	0	2905.718626	2959.38028	1228.691061	14.05303759	8.852309339	-9.740429315	18.38496729	93.0232	700	6.44	45.8002	73.97	0.79	5.36	139.3	776153	0	0	780.5612	20.3	304	8.07	28.5	0.12	62	0.0014	28	0.43	0.55	0.022	0.83	240	0.287	7.21
PrimeStrs_6443-2024	MA	2024	PrimeStrs-6443	PrimeStrs-6443-2024	PrimeStrs-6443	14-Aug-24	Stony Brook	42.385556	-71.28957	5866443	59h	59	Strs	0.7002	27.7506	57.6118	50.8547	2.8895	14.8495	8.0396	10.0786	51.6908	5.3342	0.0493	0.2707	1.2491	0.0153	0.7094	131.9989	0.700227765	12.49	0	0.22	57.2	600.039	10.9609	4.1081	2.1089	25.71	28.41	0.13	10.03	0.13	0	3422.23894	3643.342152	1207.257826	15.40472262	9.547450484	-8.12133702	19.50844008	11.394	509	6.44	45.6927	73.97	0.79	5.36	139.3	2004387	0	0	727.6658	18.1	347	8.49	43	0.97	74	8.00E-04	37	0.416	1.4	0.046	1.5	220	0.171	6.96
PrimeStrs_6827-2024	MA	2024	PrimeStrs-6827	PrimeStrs-6827-2024	PrimeStrs-6827	14-Aug-24	Chicken Brook	42.151512	-71.426764	5866827	59c	59	Strs	0.9828	17.2872	58	70.235	3.5574	14.1973	1.2861	2.157	72.2506	0.4706	0.0267	0.0867	4.5077	0.0034	1.00E-04	188.6766	0.466170143	11.37	0.0231	0.19	53.85	604.1864	11.0724	4.1548	2.1366	23.07	37.83	7.33	12	7.33	0	4403.407338	4785.552628	1243.478038	15.70013631	9.677691813	-9.556227321	19.83789534	87.6189	509	4.99	55.7	99.95	1.45	13.98	139.56	2004387	9.09E-05	174.1653	825.6868	23.7	282	7.62	37.9	0.1	65	0.0034	48	1.34	1.4	0.053	1.7	170	0.697	7.03
PrimeStrs_6977-2022	MA	2022	PrimeStrs-6977	PrimeStrs-6977-2022	PrimeStrs-6977	9/11/22	Charles River	42.11904581	-71.45397389	5866977	59c	59	HighStrs	0.1503	57.8538	57	62.8853	3.54	14.2833	1.39	1.99	72.3	0.45	0.03	0.1	4.49	0.0034	0.0001	188.6766	0.591556041	28.9	0	0.1895	0	612.5344	11.2282	4.2132	2.1665	48.51	30.54	0	13.77	0	0	552.1069308	576.8963447	1247.10219	15.7195556	9.693938181	-9.600000381	19.72422686	63.9494	509	4.99	56.4937	99.95	1.45	13.98	139.56	2004387	0	0	940.3114	20.8	0.628	6.6	35	0.74	130	0.007	68	0.845	1.6	0.04	1.8	330	1.08	6.43
PrimeStrs_6989_QC-2024	MA	2024	PrimeStrs-6989	PrimeStrs-6989-QC-2024	PrimeStrs-6989-QC	13-Aug-24	Massapoag Brook	42.120516	-71.164263	5866989	59c	59	Strs	3.7656	14.2785	55.3786	71.7904	3.5146	14.8763	2.7265	3.4838	68.1092	1.2353	0.0349	0.1326	3.8684	0.0041	8.00E-04	185.4273	0.651496901	13.62	0.0016	0.1912	20.36	578.194	10.4243	3.902	1.9986	27.2	36.64	0.67	16.85	0.67	0	17380.21559	19088.30806	1271.296228	15.46055785	9.817839135	-7.563025753	19.06455343	7.3063	509	3.6644	64.2214	117.1195	0.992	23.4712	143.5753	2004387	3.50E-05	17.8844	819.907				16.8	0.13	36	0.0041	30	0.338	0.47	0.026	0.92	78	0.821	8.25
PrimeStrs_6989-2024	MA	2024	PrimeStrs-6989	PrimeStrs-6989-2024	PrimeStrs-6989	13-Aug-24	Massapoag Brook	42.120516	-71.164263	5866989	59c	59	Strs	3.7656	14.2785	55.3786	71.7904	3.5146	14.8763	2.7265	3.4838	68.1092	1.2353	0.0349	0.1326	3.8684	0.0041	8.00E-04	185.4273	0.651496901	13.62	0.0016	0.1912	20.36	578.194	10.4243	3.902	1.9986	27.2	36.64	0.67	16.85	0.67	0	17380.21559	19088.30806	1271.296228	15.46055785	9.817839135	-7.563025753	19.06455343	7.3063	509	3.6644	64.2214	117.1195	0.992	23.4712	143.5753	2004387	3.50E-05	17.8844	819.907	23.8	181.5	8.34	17.2	0.13	36	0.0053	28	0.384	0.51	0.026	0.89	82	1.08	8.38
PrimeStrs_6989-2025	MA	2025	PrimeStrs-6989	PrimeStrs-6989-2025	PrimeStrs-6989	6-Sep-25	Massapoag Brook	42.120516	-71.164263	5866989	59c	59	Strs	3.7656	14.2785	55.3786	71.7904	3.5146	14.8763	2.7265	3.4838	68.1092	1.2353	0.0349	0.1326	3.8684	0.0041	8.00E-04	185.4273	0.651496901	13.62	0.0016	0.1912	20.36	578.194	10.4243	3.902	1.9986	27.2	36.64	0.67	16.85	0.67	0	17380.21559	19088.30806	1271.296228	15.46055785	9.817839135	-7.563025753	19.06455343	7.3063	509	3.6644	64.2214	117.1195	0.992	23.4712	143.5753	2004387	3.50E-05	17.8844	819.907	21.6	223	8.4	17.2	0.05	39	0.0032	13	0.472	0.47	0.014	0.77	140	0.649	7.32
PrimeStrs_7023-2023	MA	2023	PrimeStrs-7023	PrimeStrs-7023-2023	PrimeStrs-7023	8/5/23	Unnamed Tributary	42.122699	-73.14995	6107023	58d	58	SomeStrs	3.8727	7.5672	45	481.5841	2.0549	13.902	1.9428	5.0556	67.8239	1.571	0.0503	0.1404	2.9953	0.0149	0.3999	100.5255	0.805306652	0.65	0.0067	0.23	100	696.6904	12.997	4.9158	2.5589	1.14	83.94	2.74	5.67	2.74	0	4202.561795	3378.218026	1298.366464	12.48541933	7.649670365	-11.31059728	17.21315705	134.5779	696.8884	6.21	42.19	96.6	2.22	4.04	130.17	690703.1531	4.46E-06	10.3508	787.165	20	8.58	8.58	24.4	0.14	6.7	0.0018	23	0.489	0.63	0.005	0.97	50	0.325	6.98
PrimeStrs_7147-2023	MA	2023	PrimeStrs-7147	PrimeStrs-7147-2023	PrimeStrs-7147	8/5/23	West Branch Farmington River	42.070446	-73.061886	6107147	58d	58	SomeStrs	9.027	246.3444	44.3426	377.0776	3.1267	14.3268	3.4133	4.6566	66.6597	1.6847	0.0182	0.1304	2.6169	0.0117	0.4783	152.5295	0.802854432	0.43	0.0067	0.23	67.56	710.3412	13.2159	4.9977	2.601	0.89	87.57	2.32	4.43	2.32	0	10240.68438	8291.151129	1298.334224	13.42667129	7.700398203	-11.49795612	21.00451597	136.994	697	6.0327	40.9477	119.8292	1.8095	6.1105	115.9318	690776	2.42E-05	38.8994	728.5183	20.8	130	9.44	16.2	0.05	19	0.0019	36	3	3	0.005	1.1	68	0.295	7.01
PrimeStrs_7147-2025	MA	2025	PrimeStrs-7147	PrimeStrs-7147-2025	PrimeStrs-7147	7-Sep-25	West Branch Farmington River	42.070446	-73.061886	6107147	58d	58	Strs	9.027	246.3444	44.3426	377.0776	3.1267	14.3268	3.4133	4.6566	66.6597	1.6847	0.0182	0.1304	2.6169	0.0117	0.4783	152.5295	0.802854432	0.43	0.0067	0.23	67.56	710.3412	13.2159	4.9977	2.601	0.89	87.57	2.32	4.43	2.32	0	10240.68438	8291.151129	1298.334224	13.42667129	7.700398203	-11.49795612	21.00451597	136.994	697	6.0327	40.9477	119.8292	1.8095	6.1105	115.9318	690776	2.42E-05	38.8994	728.5183	16.2	149.5	9.69	31	0.05	20	0.0012	36	0.41	0.41	0.014	1.2	75	0.245	7.58
PrimeStrs_7407-2022	MA	2022	PrimeStrs-7407	PrimeStrs-7407-2022	PrimeStrs-7407	9/11/22	Rosemary Brook	42.3196947	-71.24615807	5867407	59d	59	HighStrs	1.6236	10.053	58	35.9908	1.9617	12.8694	5.3049	6.7256	60.4941	3.6988	0.0436	0.2285	1.4711	0.0167	0.1802	107.5313	0.578707339	29.98	0	0.16	2.38	578.1701	10.5326	3.947	2.0256	54.04	14.47	0	5.27	0	0	12836.32313	14904.78888	1231.322569	15.66396383	9.757323341	-7.944013357	19.03232715	7.1563	509	4.71	52.5	100.05	0.64	16.75	104.14	2004387	0	0	780.4496	20.3	0.759	8.1	46.2	0.13	180	0.003	35	0.482	0.61	0.046	1	390	0.649	6.59
PrimeStrs_7435-2024	MA	2024	PrimeStrs-7435	PrimeStrs-7435-2024	PrimeStrs-7435	14-Aug-24	Charles River	42.258074	-71.262729	5867435	59d	59	Strs	3.7476	476.8776	58.4604	45.2238	3.2958	15.0922	5.6681	7.0191	60.1469	3.6063	0.0262	0.2271	2.4728	0.009	0.4053	148.4034	0.610216571	6.38	0.0115	0.18	26.61	581.9047	10.5858	3.9667	2.0354	13.42	58.57	2.57	13.19	2.57	0	12689.82904	13171.44527	1249.263117	15.70451759	9.754924097	-7.789409287	21.32290375	15.5266	509	7.2	45.99	127.1	0.77	8.09	103.16	2004387	0.00018386	92.8465	809.6263	24.1	485.6	8.56	44.7	0.74	97	0.0024	68	0.543	1.3	0.031	0.8	240	0.49	7.11
PrimeStrs_7435-2025	MA	2025	PrimeStrs-7435	PrimeStrs-7435-2025	PrimeStrs-7435	5-Sep-25	Charles River	42.258074	-71.262729	5867435	59d	59	Strs	3.7476	476.8776	58.4604	45.2238	3.2958	15.0922	5.6681	7.0191	60.1469	3.6063	0.0262	0.2271	2.4728	0.009	0.4053	148.4034	0.610216571	6.38	0.0115	0.18	26.61	581.9047	10.5858	3.9667	2.0354	13.42	58.57	2.57	13.19	2.57	0	12689.82904	13171.44527	1249.263117	15.70451759	9.754924097	-7.789409287	21.32290375	15.5266	509	7.2	45.99	127.1	0.77	8.09	103.16	2004387	0.00018386	92.8465	809.6263	22.7	650	8.31	46.7	0.57	120	0.001	28	1.15	1.7	0.021	0.97	300	0.164	7.72
PrimeStrs_7451-2024	MA	2024	PrimeStrs-7451	PrimeStrs-7451-2024	PrimeStrs-7451	14-Aug-24	Rock Meadow Brook	42.249836	-71.222694	5867451	59c	59	Strs	2.9628	7.0866	57.3612	52.9659	3.5397	14.4935	1.8064	2.4553	70.9377	0.6856	0.0317	0.111	4.3241	0.0036	1.00E-04	186.4873	0.597132177	10.97	0.0108	0.18	100	577.9906	10.4844	3.9267	2.0133	20.23	40.91	1.37	14.21	1.37	0	11399.88253	11659.34738	1260.911493	15.64265162	9.758031921	-7.676397187	18.65880944	11.2363	509	6.7952	47.6656	122.1269	0.8871	9.1689	109.8274	2004387	6.46E-05	41.6723	809.1604	21.4	581	8.38	38	0.26	130	0.0028	41	0.941	1.2	0.058	0.91	300	0.574	6.94
PrimeStrs_7579-2024	MA	2024	PrimeStrs-7579	PrimeStrs-7579-2024	PrimeStrs-7579	13-Aug-24	Mary Lee Brook	42.158573	-71.029889	5867579	59c	59	Strs	3.6666	3.6666	54.9553	63.4018	3.4303	15.4045	4.3208	5.267	63.5081	2.2366	0.0393	0.1656	2.931	0.0053	0.0027	189.8483	0.533426435	27.73	6.00E-04	0.1894	87.09	573.0093	10.2263	3.8204	1.9509	46.56	23.78	0.17	20.81	0.17	0	26317.89891	30165.72969	1272.676823	15.45292648	9.944504018	-7.249435502	18.57376153	7.2353	511.2246	4.7114	57.6378	103.8363	1.3949	15.9073	140.245	2003211.895	8.73E-06	4.5918	883.8535	18.1	458.2	8.54	52.2	1.2	84	0.0016	72	0.538	1.7	0.031	2.3	250	0.317	8.14
